date,day_of_the_week,meal_type,staff_member_id
01/23/25 10:13,Friday,Dinner,155
04/03/25 18:13,Saturday,Dinner,127
12/30/25 16:01,Sunday,Lunch,130
11/23/26 5:32,Monday,Lunch,17
03/05/26 12:05,Tuesday,Lunch,141
08/08/25 20:54,Wednesday,Breakfast,175
08/12/26 9:37,Thursday,Lunch,14
04/05/27 2:58,Friday,Lunch,191
09/27/24 6:52,Saturday,Breakfast,159
09/12/27 2:54,Sunday,Lunch,143
08/12/25 22:42,Monday,Lunch,69
08/26/24 2:27,Tuesday,Dinner,77
10/17/24 19:18,Wednesday,Lunch,4
04/16/26 23:09,Thursday,Breakfast,172
09/03/24 4:41,Friday,Lunch,167
12/24/24 23:02,Saturday,Breakfast,48
11/17/27 6:28,Sunday,Dinner,76
07/29/26 6:15,Monday,Lunch,109
02/07/25 5:11,Tuesday,Dinner,31
10/18/24 22:48,Wednesday,Lunch,8
08/03/26 20:52,Thursday,Lunch,44
03/26/26 19:48,Friday,Dinner,23
04/11/27 7:56,Saturday,Lunch,139
05/20/26 23:23,Sunday,Lunch,68
11/01/26 19:32,Monday,Lunch,65
05/15/27 21:58,Tuesday,Lunch,168
10/07/27 20:53,Wednesday,Lunch,81
06/25/25 12:26,Thursday,Dinner,100
09/06/26 21:45,Friday,Dinner,194
09/15/26 0:03,Saturday,Lunch,179
09/24/24 18:57,Sunday,Breakfast,82
06/21/26 6:22,Monday,Lunch,200
05/28/25 18:02,Tuesday,Lunch,77
11/18/25 10:18,Wednesday,Breakfast,29
05/06/24 4:11,Thursday,Breakfast,145
10/08/24 2:01,Friday,Breakfast,26
06/24/24 23:49,Saturday,Lunch,53
11/19/25 7:55,Sunday,Lunch,61
12/07/25 0:25,Monday,Lunch,189
08/01/24 22:46,Tuesday,Dinner,99
11/18/24 8:37,Wednesday,Breakfast,44
12/03/27 17:13,Thursday,Breakfast,166
10/10/26 11:20,Friday,Lunch,19
08/28/26 14:39,Saturday,Lunch,95
12/19/26 21:56,Sunday,Breakfast,140
12/15/24 2:18,Monday,Dinner,43
08/18/26 15:24,Tuesday,Lunch,106
04/29/24 4:18,Wednesday,Lunch,150
12/24/25 6:41,Thursday,Breakfast,12
09/13/27 10:56,Friday,Breakfast,48
12/23/25 2:25,Saturday,Breakfast,164
03/12/27 5:52,Sunday,Breakfast,180
04/19/26 15:51,Monday,Lunch,51
10/24/24 12:05,Tuesday,Lunch,34
12/24/26 16:15,Wednesday,Breakfast,59
10/10/26 15:20,Thursday,Lunch,12
05/03/25 13:35,Friday,Lunch,78
11/22/26 19:06,Saturday,Dinner,55
05/26/27 0:26,Sunday,Dinner,15
11/20/27 3:51,Monday,Lunch,178
06/08/26 1:10,Tuesday,Dinner,157
08/17/27 0:10,Wednesday,Lunch,65
03/15/25 6:19,Thursday,Lunch,102
04/14/24 8:00,Friday,Lunch,149
04/05/25 13:36,Saturday,Breakfast,43
11/11/27 23:13,Sunday,Dinner,56
09/19/27 16:08,Monday,Breakfast,15
05/27/24 14:16,Tuesday,Lunch,199
02/16/27 21:17,Wednesday,Breakfast,42
06/24/24 21:08,Thursday,Lunch,50
11/08/27 14:11,Friday,Breakfast,39
08/29/25 11:20,Saturday,Breakfast,21
02/25/25 15:23,Sunday,Dinner,155
01/04/27 9:22,Monday,Breakfast,40
12/19/27 4:09,Wednesday,Lunch,181
02/06/27 0:24,Thursday,Lunch,125
04/14/26 21:41,Friday,Lunch,138
03/12/27 10:03,Saturday,Dinner,37
02/04/27 9:05,Sunday,Breakfast,98
10/14/24 8:05,Monday,Lunch,110
06/22/25 6:38,Tuesday,Dinner,144
06/22/27 9:51,Wednesday,Dinner,70
01/19/27 19:22,Thursday,Breakfast,49
11/14/24 23:47,Saturday,Lunch,36
05/23/26 9:23,Sunday,Breakfast,74
11/08/27 11:41,Monday,Dinner,45
08/22/26 22:39,Tuesday,Lunch,46
12/11/26 10:01,Wednesday,Lunch,68
07/15/24 9:28,Thursday,Dinner,78
09/02/27 23:42,Friday,Breakfast,80
04/07/25 15:22,Saturday,Breakfast,174
05/22/25 14:39,Sunday,Breakfast,62
05/25/25 23:38,Monday,Breakfast,2
10/30/25 4:47,Tuesday,Breakfast,190
08/09/25 19:58,Thursday,Dinner,24
09/30/24 14:11,Friday,Breakfast,102
05/02/26 15:32,Saturday,Lunch,196
08/15/26 0:16,Sunday,Dinner,47
04/18/26 20:31,Monday,Lunch,65
10/06/24 15:02,Tuesday,Dinner,15
10/29/26 18:40,Wednesday,Lunch,199
08/12/24 2:13,Thursday,Lunch,179
04/15/26 1:56,Friday,Breakfast,91
11/28/27 0:10,Sunday,Dinner,66
02/18/27 0:12,Monday,Lunch,121
10/25/27 18:58,Tuesday,Breakfast,114
01/10/27 11:32,Wednesday,Breakfast,184
04/18/26 18:44,Thursday,Dinner,31
05/07/24 14:37,Friday,Lunch,65
11/07/26 8:32,Saturday,Breakfast,21
10/21/26 17:01,Sunday,Breakfast,14
09/08/27 15:18,Monday,Breakfast,114
04/28/27 20:04,Tuesday,Breakfast,181
05/25/24 21:36,Wednesday,Lunch,26
08/27/26 9:02,Thursday,Dinner,81
07/03/24 19:07,Friday,Dinner,179
07/23/26 22:21,Saturday,Lunch,69
08/21/25 21:49,Sunday,Dinner,77
11/07/26 3:04,Monday,Dinner,98
01/25/25 9:49,Tuesday,Lunch,28
05/05/26 21:26,Wednesday,Lunch,92
03/18/25 11:33,Thursday,Breakfast,132
04/28/27 12:33,Friday,Dinner,123
02/21/27 4:07,Saturday,Dinner,33
03/05/25 0:35,Sunday,Dinner,34
05/21/25 5:50,Monday,Lunch,46
12/02/24 15:57,Tuesday,Dinner,109
04/11/26 16:24,Wednesday,Breakfast,143
05/30/27 10:08,Thursday,Lunch,190
05/22/27 6:36,Friday,Dinner,34
09/01/25 7:14,Saturday,Lunch,155
08/10/26 17:01,Sunday,Dinner,139
12/18/26 3:57,Monday,Lunch,59
12/14/25 0:02,Tuesday,Breakfast,41
06/16/24 21:56,Wednesday,Breakfast,103
08/03/25 18:14,Thursday,Lunch,119
10/25/24 16:11,Friday,Dinner,21
04/15/27 18:44,Saturday,Lunch,96
03/12/25 16:07,Sunday,Breakfast,167
09/25/25 19:19,Monday,Lunch,100
11/16/26 2:58,Tuesday,Breakfast,11
02/02/27 23:33,Wednesday,Lunch,174
07/04/27 3:00,Thursday,Lunch,171
12/11/25 8:52,Friday,Breakfast,43
12/18/25 11:51,Saturday,Dinner,78
09/20/24 7:55,Sunday,Breakfast,134
03/29/27 8:31,Monday,Breakfast,50
08/22/24 6:46,Tuesday,Lunch,68
06/29/27 23:54,Wednesday,Breakfast,117
01/15/27 18:01,Thursday,Lunch,88
05/13/26 2:00,Friday,Breakfast,18
05/15/24 1:48,Saturday,Dinner,162
02/06/25 19:20,Sunday,Lunch,56
12/05/25 1:31,Monday,Dinner,73
05/30/27 17:02,Tuesday,Lunch,53
08/14/24 1:40,Wednesday,Dinner,113
05/17/27 0:41,Thursday,Breakfast,46
05/19/26 22:58,Friday,Breakfast,43
07/12/26 9:43,Saturday,Breakfast,10
04/19/27 12:27,Sunday,Breakfast,65
10/27/24 2:56,Monday,Lunch,20
03/23/25 12:59,Tuesday,Lunch,164
10/27/24 20:20,Wednesday,Breakfast,13
06/21/27 1:15,Thursday,Lunch,85
06/05/25 10:41,Friday,Breakfast,198
11/30/27 3:09,Saturday,Dinner,67
04/08/25 9:54,Sunday,Dinner,126
04/22/25 1:44,Monday,Lunch,193
09/13/25 18:33,Tuesday,Lunch,65
07/19/24 14:54,Wednesday,Breakfast,75
09/03/27 21:55,Thursday,Dinner,153
10/24/24 10:06,Friday,Dinner,152
06/24/26 12:12,Saturday,Dinner,16
03/13/26 7:10,Sunday,Breakfast,18
01/24/25 1:25,Monday,Dinner,183
10/23/27 11:53,Tuesday,Breakfast,123
09/01/24 9:33,Wednesday,Dinner,33
07/17/24 9:50,Thursday,Breakfast,112
09/19/24 10:56,Friday,Dinner,23
04/06/25 23:26,Saturday,Breakfast,37
08/04/24 5:52,Sunday,Dinner,128
12/12/24 8:47,Monday,Dinner,129
06/16/25 15:05,Tuesday,Dinner,189
08/26/27 1:52,Wednesday,Lunch,168
05/11/26 18:52,Thursday,Breakfast,23
10/17/27 13:21,Friday,Dinner,77
12/05/26 20:25,Saturday,Dinner,138
05/21/25 2:04,Sunday,Breakfast,1
05/16/27 5:35,Monday,Breakfast,19
12/26/27 6:44,Tuesday,Dinner,65
09/06/26 3:30,Wednesday,Breakfast,69
04/20/24 14:42,Thursday,Breakfast,11
02/27/27 5:35,Friday,Lunch,68
04/06/26 21:55,Saturday,Dinner,84
10/02/26 5:03,Sunday,Lunch,120
07/12/24 11:10,Monday,Lunch,133
02/04/27 3:58,Tuesday,Breakfast,14
10/11/24 18:26,Wednesday,Dinner,5
05/04/25 2:37,Thursday,Lunch,186
02/28/27 7:57,Friday,Dinner,170
07/19/27 4:07,Saturday,Breakfast,183
01/17/25 21:08,Sunday,Breakfast,151
11/28/25 3:14,Monday,Lunch,18
11/27/24 20:59,Tuesday,Breakfast,179
01/07/27 20:35,Wednesday,Lunch,197
08/31/24 2:43,Thursday,Lunch,52
03/01/26 0:45,Friday,Breakfast,20
07/01/27 19:05,Saturday,Breakfast,61
06/11/27 7:30,Sunday,Breakfast,145
10/07/24 6:53,Monday,Lunch,173
12/15/26 19:08,Tuesday,Breakfast,118
10/06/26 4:16,Wednesday,Dinner,130
10/26/24 0:48,Thursday,Dinner,115
09/08/24 4:52,Friday,Lunch,28
07/05/27 16:53,Saturday,Breakfast,183
07/23/27 17:23,Sunday,Lunch,55
05/13/27 12:44,Monday,Dinner,46
01/16/25 9:50,Tuesday,Lunch,166
01/28/25 10:18,Wednesday,Lunch,31
09/10/26 23:26,Thursday,Dinner,106
06/09/27 0:15,Friday,Breakfast,65
02/05/25 18:33,Saturday,Lunch,169
07/04/25 21:30,Sunday,Dinner,68
05/05/27 8:53,Monday,Breakfast,197
11/15/27 2:00,Tuesday,Lunch,112
07/13/24 15:27,Wednesday,Dinner,156
03/24/27 10:30,Thursday,Breakfast,167
11/02/27 12:02,Friday,Dinner,5
07/05/27 7:00,Saturday,Lunch,166
10/01/27 17:38,Monday,Dinner,4
12/11/26 0:41,Tuesday,Breakfast,38
06/24/26 9:33,Wednesday,Dinner,159
07/15/25 10:23,Thursday,Dinner,123
08/07/27 23:10,Friday,Lunch,57
09/27/27 7:09,Saturday,Breakfast,5
08/20/27 7:09,Sunday,Dinner,153
08/28/24 4:25,Monday,Breakfast,12
10/25/24 7:31,Tuesday,Breakfast,69
05/04/24 22:37,Wednesday,Lunch,64
12/20/27 19:57,Thursday,Lunch,45
05/25/27 4:47,Friday,Breakfast,25
10/28/24 3:44,Saturday,Breakfast,31
03/05/26 4:20,Sunday,Dinner,75
11/23/26 12:05,Monday,Dinner,70
12/22/27 22:24,Tuesday,Dinner,28
12/09/27 13:51,Wednesday,Breakfast,172
12/09/26 4:21,Thursday,Breakfast,57
10/04/24 4:39,Friday,Dinner,167
05/25/25 5:06,Saturday,Dinner,162
03/21/27 4:15,Sunday,Lunch,25
06/29/24 5:21,Monday,Breakfast,93
06/15/24 13:53,Tuesday,Lunch,28
05/28/26 11:29,Wednesday,Lunch,126
03/23/26 19:00,Thursday,Lunch,195
12/05/27 1:38,Saturday,Lunch,184
08/25/25 16:50,Sunday,Dinner,104
11/26/27 15:16,Monday,Breakfast,50
11/20/26 11:01,Tuesday,Dinner,149
01/17/27 3:26,Wednesday,Dinner,4
12/31/26 3:58,Thursday,Lunch,135
06/17/26 0:40,Friday,Breakfast,5
10/13/25 8:54,Saturday,Lunch,121
12/25/27 3:05,Sunday,Lunch,69
12/15/25 15:07,Monday,Lunch,128
04/26/24 8:56,Tuesday,Dinner,172
08/02/25 17:51,Wednesday,Breakfast,58
08/05/26 9:36,Thursday,Lunch,35
12/10/25 9:47,Friday,Breakfast,107
10/04/27 3:16,Saturday,Dinner,35
02/08/25 12:08,Sunday,Breakfast,103
06/15/25 14:06,Monday,Breakfast,31
06/17/25 13:50,Tuesday,Breakfast,184
11/24/26 6:22,Wednesday,Lunch,23
04/28/24 22:53,Thursday,Breakfast,44
10/25/27 0:41,Friday,Breakfast,62
07/23/24 16:00,Saturday,Lunch,1
10/27/26 5:51,Sunday,Breakfast,162
05/07/25 7:47,Wednesday,Breakfast,73
12/01/26 23:02,Thursday,Lunch,23
09/29/27 4:52,Friday,Breakfast,4
10/23/24 13:21,Saturday,Dinner,197
03/22/27 18:44,Sunday,Breakfast,156
10/28/27 16:14,Monday,Dinner,132
04/04/26 20:45,Tuesday,Dinner,195
09/30/24 2:04,Wednesday,Dinner,167
03/25/25 13:16,Thursday,Lunch,152
08/04/24 8:00,Friday,Lunch,124
05/07/26 22:52,Sunday,Dinner,184
07/15/26 15:04,Monday,Lunch,113
08/21/25 4:11,Tuesday,Breakfast,169
01/01/25 20:51,Wednesday,Breakfast,176
03/09/25 21:54,Thursday,Lunch,198
07/21/27 1:49,Friday,Breakfast,118
08/05/26 7:13,Saturday,Breakfast,97
05/06/24 23:42,Sunday,Dinner,105
01/12/27 9:53,Monday,Dinner,94
11/19/25 18:37,Tuesday,Lunch,144
12/17/27 17:35,Wednesday,Breakfast,177
08/09/25 0:52,Thursday,Breakfast,67
10/17/25 13:34,Friday,Dinner,173
05/09/26 10:02,Saturday,Lunch,39
12/21/26 23:01,Sunday,Lunch,163
08/30/27 4:32,Monday,Breakfast,22
12/30/27 3:00,Tuesday,Lunch,164
06/21/24 3:43,Wednesday,Breakfast,191
08/21/25 10:36,Thursday,Dinner,43
09/17/26 23:08,Friday,Breakfast,134
09/08/25 16:52,Saturday,Lunch,195
03/15/26 9:14,Sunday,Breakfast,115
05/15/24 16:43,Monday,Lunch,125
09/24/26 5:28,Tuesday,Dinner,39
04/26/24 3:00,Wednesday,Breakfast,15
12/15/27 0:47,Thursday,Dinner,92
05/30/26 2:04,Friday,Lunch,114
11/10/24 5:39,Saturday,Breakfast,163
07/21/24 14:32,Sunday,Breakfast,197
05/20/26 7:59,Monday,Lunch,193
10/08/24 14:57,Tuesday,Breakfast,38
04/13/27 14:23,Wednesday,Breakfast,18
09/09/25 12:24,Thursday,Dinner,165
10/06/24 23:09,Friday,Breakfast,18
01/24/27 1:28,Saturday,Breakfast,124
11/25/26 1:20,Sunday,Lunch,50
10/24/25 14:51,Monday,Lunch,44
09/11/25 20:47,Tuesday,Dinner,157
01/18/26 23:30,Wednesday,Lunch,110
05/19/27 9:01,Thursday,Dinner,158
12/09/26 8:18,Friday,Lunch,170
04/10/27 11:59,Saturday,Lunch,53
11/18/24 7:16,Sunday,Dinner,200
01/24/26 0:35,Monday,Dinner,90
05/21/27 13:26,Tuesday,Breakfast,18
05/22/25 8:23,Wednesday,Dinner,153
02/01/27 7:24,Thursday,Breakfast,156
03/11/27 23:01,Friday,Lunch,165
11/28/24 8:59,Saturday,Breakfast,5
08/01/26 8:09,Sunday,Dinner,72
05/13/24 12:38,Monday,Lunch,157
09/21/24 18:13,Tuesday,Lunch,69
08/11/26 15:21,Wednesday,Dinner,112
07/22/27 13:49,Thursday,Breakfast,107
09/23/26 2:31,Friday,Dinner,73
03/28/27 13:03,Saturday,Breakfast,170
09/27/25 5:40,Sunday,Breakfast,48
09/01/26 19:26,Monday,Breakfast,195
06/21/25 15:21,Tuesday,Breakfast,6
07/09/25 15:20,Wednesday,Lunch,63
01/06/25 5:14,Thursday,Breakfast,78
01/16/27 22:36,Friday,Breakfast,148
08/16/24 2:16,Saturday,Breakfast,53
06/07/25 17:30,Sunday,Breakfast,94
04/21/25 10:46,Monday,Dinner,19
05/22/27 13:35,Wednesday,Dinner,179
07/06/27 16:55,Thursday,Breakfast,22
04/20/26 10:56,Friday,Breakfast,134
